what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359313676431
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1359313677045
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors.lineNumberToggle",1359313683311
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1359313685007
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1359313685643
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1359313685657
started,bundle,org.eclipse.birt.report.debug.ui,3.7.1.v20110905,"org.eclipse.birt.report.debug.ui",1359313685774
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1359313685993
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1359313686206
started,bundle,org.eclipse.php.debug.ui,3.0.0.v20110516-1100,"org.eclipse.php.debug.ui",1359313686359
started,bundle,org.eclipse.php.core,3.0.0.v20110516-1100,"org.eclipse.php.core",1359313686420
started,bundle,org.eclipse.php.server.ui,3.0.0.v20110516-1100,"org.eclipse.php.server.ui",1359313686481
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1359313687265
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1359313687351
started,bundle,org.eclipse.php.ui,3.0.0.v20110516-1100,"org.eclipse.php.ui",1359313687381
started,bundle,org.eclipse.dltk.core.index.sql,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql",1359313687779
started,bundle,org.python.pydev.core,2.5.0.2012040618,"org.python.pydev.core",1359313688256
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359313688265
started,bundle,org.python.pydev.debug,2.5.0.2012040618,"org.python.pydev.debug",1359313688430
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359313688462
started,bundle,org.eclipse.php.debug.daemon,3.0.0.v20110516-1100,"org.eclipse.php.debug.daemon",1359313688853
started,bundle,org.eclipse.php.server.core,3.0.0.v20110516-1100,"org.eclipse.php.server.core",1359313688919
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1359313688925
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1359313688957
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1359313689010
started,bundle,com.python.pydev.analysis,2.5.0.2012040618,"com.python.pydev.analysis",1359313689535
started,bundle,org.python.pydev,2.5.0.2012040618,"org.python.pydev",1359313689754
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1359313689942
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1359313690135
started,bundle,org.eclipse.php.debug.core,3.0.0.v20110516-1100,"org.eclipse.php.debug.core",1359313690287
started,bundle,org.eclipse.dltk.core.index.sql.h2,3.0.0.v20110423,"org.eclipse.dltk.core.index.sql.h2",1359313690707
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359313699290
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1359313704637
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359313704637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313711585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313720859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313720873
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313720873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313722912
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313732073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313732090
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313732090
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313733963
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313740357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313740368
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313740368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313748862
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313757247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313757261
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313757261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313759864
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313767030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313767045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313767045
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1359313768639
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1359313768677
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1359313768695
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1359313768772
started,bundle,org.eclipse.dltk.validators.core,3.0.0.v20110423,"org.eclipse.dltk.validators.core",1359313768837
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1359313768952
started,bundle,org.eclipse.dltk.validators.externalchecker,3.0.0.v20110423,"org.eclipse.dltk.validators.externalchecker",1359313769037
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1359313769129
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1359313769150
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1359313769298
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1359313769497
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1359313769572
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1359313769614
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1359313770047
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1359313770070
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313773748
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313783056
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313783073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313783073
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313785563
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313795850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313795860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313795860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313797512
error,log,,,"",1359313814412
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313814543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313814556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313814556
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1359313814651
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1359313814857
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359313821625
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359313821727
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1359313821879
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1359313831353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313832483
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313832658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313833120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313837252
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1359313854610
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1359313854611
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313861517
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313870046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313870064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313870064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313875117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313880881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313880895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313880895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313882204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313890918
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313890930
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313890930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313892649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313903176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313903187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313903187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313904698
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313913306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313913329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313913329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313915280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313921443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313921454
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313921454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313923052
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313930471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313930502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313930502
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313932403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313943724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313943736
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313943736
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313945527
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313955522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313955533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313955533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313957520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313964542
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313964559
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313964559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313965933
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313973948
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313973959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313973959
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313975713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313984400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313984412
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1359313984412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1359313986246
